53,50,56,60,57
54,55,55,66,65
54,56,55,60,66
56,55,58,54,63
56,54,57,51,62
52,50,59,51,63
51,48,55,51,63
49,47,51,52,59
48,46,56,54,59
45,40,50,57,62
40,36,41,62,61
36,33,45,54,56
37,34,46,47,51
39,38,43,44,45
45,46,42,43,48
47,45,46,42,47
48,46,55,45,51
51,47,57,49,52
52,48,58,51,55
55,49,60,57,58
55,51,61,66,64
56,52,61,66,63
74,70,87,69,72
84,75,89,73,74
90,84,99,75,83
92,92,105,80,94
95,95,108,84,98
102,104,108,97,102
108,113,108,100,102
117,125,110,104,107
127,132,115,112,122
128,130,128,117,130
130,132,143,122,140
142,139,148,127,149
144,144,132,139,143
145,149,143,155,133
150,150,145,148,132
165,156,139,138,132
139,159,137,124,127
133,148,140,129,130
139,139,140,133,130
145,142,132,133,173
138,147,124,133,130
144,148,115,134,134
129,148,114,133,135
134,148,117,133,138
158,148,123,132,134
172,212,132,140,147
178,210,149,158,163
185,212,170,169,195
190,213,185,182,200
195,222,188,200,210
201,228,190,205,214
204,232,193,211,210
205,235,196,217,216
208,235,209,229,224
208,237,214,235,228
211,222,212,241,227
216,218,215,247,231
216,219,216,247,227
219,217,220,245,223
214,217,219,243,222
214,220,218,238,212
225,216,222,239,217
234,222,232,238,206
232,229,234,233,219
234,233,235,228,221
229,239,236,224,217
223,236,241,223,212
220,232,242,219,219
221,229,242,220,212
223,234,249,217,217
230,238,256,220,229
235,245,258,223,239
239,249,261,225,237
238,253,270,239,243
247,261,278,246,247
176,211,176,240,148
24,25,20,220,25
25,24,20,134,26
25,24,20,27,27
24,24,20,26,28
25,24,21,26,27
24,24,21,25,27
25,24,20,23,27
24,24,20,22,26
27,24,26,19,27
48,39,44,20,49
47,39,45,31,51
43,39,44,34,45
41,40,25,33,27
33,40,21,28,25
33,35,20,26,24
37,38,25,24,40
36,36,26,23,44
33,31,26,25,38
32,28,28,27,30
28,25,26,29,27
28,25,24,33,30
33,26,28,33,34
34,26,28,34,31
38,28,30,36,32
35,30,31,37,31
39,33,34,42,35
39,36,34,35,39
34,32,29,33,36
29,27,26,31,31
38,26,29,32,31
36,26,36,33,32
36,31,32,30,34
34,30,29,25,33
32,27,27,24,29
24,23,21,24,24
20,20,18,24,22
20,20,17,23,20
19,19,20,23,19
19,19,31,23,20
22,21,27,23,23
23,21,27,24,27
25,22,28,25,33
26,24,28,25,32
25,23,25,26,32
